reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,irradiance_wm2,panel_temperature_c,ambient_temperature_c,power_mw,energy_mwh,dc_voltage_v,dc_current_a,ac_voltage_v,ac_current_a,inverter_efficiency_pct,performance_ratio,tracker_angle_degrees,quality_flag,alarm_status,ingestion_datetime
SR-0000000109,PLT-0047,INV-045,SENS-3773,power,2024-12-09T09:25:34,630.045118,MW,849.81,39.35,27.31,0.230,11.618,931.549,260.225,616.915,373.208,95.40,0.8375,-36.26,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000110,PLT-0084,INV-031,SENS-7791,tracking_angle,2024-12-09T09:16:02,69.184485,degrees,936.51,33.25,16.53,0.309,34.111,970.981,335.317,637.931,222.387,96.84,0.7698,21.79,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000000111,PLT-0036,INV-025,SENS-7399,voltage,2024-12-09T09:11:49,861.623683,V,845.04,47.86,24.20,0.092,37.904,732.781,131.619,669.256,266.976,95.48,0.8430,3.13,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000000112,PLT-0023,INV-027,SENS-7699,temperature,2024-12-09T09:46:00,728.692640,C,792.10,54.28,23.06,0.230,41.180,864.480,280.463,671.512,241.275,95.01,0.8435,22.16,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000113,PLT-0008,INV-006,SENS-2811,irradiance,2024-12-09T09:01:07,892.878777,W/m2,820.38,44.91,26.88,0.349,33.170,800.701,458.859,568.608,223.536,94.81,0.7788,26.32,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000114,PLT-0014,INV-035,SENS-5778,tracking_angle,2024-12-09T09:04:51,342.823127,degrees,606.23,25.38,19.70,0.240,41.907,801.367,315.492,586.222,384.572,94.40,0.8319,-21.74,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000115,PLT-0017,INV-013,SENS-5082,current,2024-12-09T09:16:47,145.923375,A,713.26,53.46,22.93,0.233,49.795,821.338,298.733,686.660,235.559,94.48,0.8075,2.14,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000116,PLT-0038,INV-023,SENS-9241,temperature,2024-12-09T09:25:21,629.759825,C,864.64,29.88,24.76,0.131,33.184,950.977,145.297,645.716,163.541,96.11,0.8342,43.25,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000117,PLT-0013,INV-037,SENS-4682,power,2024-12-09T09:37:10,799.953111,MW,784.88,52.47,28.12,0.345,17.855,911.227,398.236,637.730,190.198,94.70,0.8010,-13.11,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000118,PLT-0032,INV-017,SENS-1680,current,2024-12-09T09:15:17,915.348321,A,953.21,39.33,26.66,0.140,38.496,678.372,217.268,500.644,308.978,97.02,0.7923,-43.93,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000119,PLT-0037,INV-040,SENS-5845,tracking_angle,2024-12-09T09:10:53,784.226260,degrees,948.19,48.82,20.73,0.253,28.936,818.598,325.956,614.982,317.051,95.45,0.8303,-41.06,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000120,PLT-0081,INV-022,SENS-2046,tracking_angle,2024-12-09T09:18:24,163.752006,degrees,935.87,39.00,28.69,0.372,13.416,801.696,488.540,517.751,286.831,96.95,0.7817,23.23,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000121,PLT-0021,INV-001,SENS-8994,irradiance,2024-12-09T09:20:12,295.563370,W/m2,766.97,27.98,15.37,0.074,4.318,638.553,122.583,581.069,359.675,95.92,0.8059,7.21,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000122,PLT-0011,INV-033,SENS-4429,power,2024-12-09T09:20:13,648.607902,MW,768.12,33.01,15.76,0.376,40.709,924.069,428.364,613.242,149.398,94.61,0.7773,19.49,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000000123,PLT-0001,INV-009,SENS-9498,temperature,2024-12-09T09:46:32,616.357053,C,715.26,34.08,17.55,0.326,5.094,778.271,440.749,553.648,192.394,94.33,0.8450,1.10,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000124,PLT-0064,INV-021,SENS-8348,temperature,2024-12-09T09:07:08,472.869311,C,943.13,54.54,22.12,0.233,40.319,628.259,391.012,619.465,166.739,96.20,0.7941,44.29,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000125,PLT-0093,INV-046,SENS-8407,irradiance,2024-12-09T09:02:34,993.339421,W/m2,970.00,47.61,21.38,0.331,32.296,881.034,395.986,514.887,124.602,94.23,0.8435,28.98,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000000126,PLT-0048,INV-021,SENS-6885,tracking_angle,2024-12-09T09:44:06,572.652935,degrees,862.06,42.50,16.98,0.209,11.999,844.863,259.867,615.891,269.333,97.13,0.8058,26.97,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000127,PLT-0058,INV-016,SENS-3305,tracking_angle,2024-12-09T09:06:53,143.101047,degrees,883.31,30.15,26.72,0.342,16.420,888.047,404.948,642.181,259.611,95.31,0.8486,8.50,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000128,PLT-0080,INV-045,SENS-3480,current,2024-12-09T09:34:49,969.903992,A,778.59,52.31,22.83,0.161,45.472,744.305,227.531,647.539,281.241,94.84,0.7678,-13.01,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000000129,PLT-0040,INV-019,SENS-4025,voltage,2024-12-09T09:01:03,540.513349,V,920.12,43.04,20.18,0.251,31.588,815.121,324.382,636.035,100.585,94.51,0.8177,22.18,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000130,PLT-0010,INV-034,SENS-4076,power,2024-12-09T09:00:50,654.880128,MW,966.96,38.64,18.03,0.104,25.425,729.526,150.487,654.799,114.094,96.39,0.8256,1.38,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000131,PLT-0098,INV-041,SENS-4225,voltage,2024-12-09T09:08:49,513.315640,V,903.34,37.08,26.12,0.270,27.010,654.708,434.397,662.130,164.904,95.31,0.7722,-27.78,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000132,PLT-0055,INV-045,SENS-5876,current,2024-12-09T09:04:28,555.638332,A,909.70,39.27,28.75,0.152,2.305,629.812,253.716,609.821,156.240,94.26,0.7501,-32.22,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000133,PLT-0064,INV-017,SENS-7177,irradiance,2024-12-09T09:38:00,264.837147,W/m2,641.39,28.39,26.07,0.118,37.311,650.765,191.462,636.003,238.476,96.02,0.8096,-25.09,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000134,PLT-0013,INV-050,SENS-5590,tracking_angle,2024-12-09T09:00:56,69.216881,degrees,691.63,38.89,28.63,0.316,38.138,824.740,402.772,504.412,367.161,94.80,0.8054,-12.45,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000000135,PLT-0002,INV-001,SENS-6075,power,2024-12-09T09:30:15,612.861551,MW,823.43,48.95,16.66,0.134,0.567,920.789,152.794,619.366,253.116,96.92,0.7707,-8.39,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000000136,PLT-0038,INV-047,SENS-8564,voltage,2024-12-09T09:58:42,13.558817,V,710.79,34.31,26.24,0.091,7.762,952.721,100.783,519.974,377.964,95.38,0.7525,24.00,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000137,PLT-0059,INV-006,SENS-5325,current,2024-12-09T09:16:42,224.539636,A,650.69,44.25,23.63,0.213,0.082,653.925,342.428,558.567,291.807,96.52,0.7745,-20.53,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000138,PLT-0030,INV-022,SENS-2776,irradiance,2024-12-09T09:10:47,118.535533,W/m2,815.12,38.49,20.39,0.351,4.657,956.805,385.762,575.666,195.895,96.59,0.7884,-34.27,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000139,PLT-0034,INV-032,SENS-3627,tracking_angle,2024-12-09T09:49:50,816.194418,degrees,611.26,52.21,22.00,0.185,6.645,875.895,222.091,554.092,347.883,94.21,0.8080,-4.50,BAD,WARNING,2025-12-09T14:25:05
SR-0000000140,PLT-0052,INV-004,SENS-3786,power,2024-12-09T09:57:18,0.137888,MW,729.63,53.08,19.85,0.118,49.029,949.825,131.128,576.687,209.316,96.70,0.7628,6.07,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000141,PLT-0078,INV-002,SENS-9706,power,2024-12-09T09:58:19,417.974893,MW,881.66,29.53,19.36,0.083,35.167,610.394,142.823,630.361,106.516,97.81,0.7928,-18.91,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000142,PLT-0085,INV-003,SENS-1944,voltage,2024-12-09T09:59:16,218.382944,V,679.29,44.97,25.01,0.318,36.718,731.596,457.314,626.252,346.080,97.09,0.7804,29.96,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000143,PLT-0083,INV-026,SENS-7493,voltage,2024-12-09T09:58:13,71.149914,V,760.27,54.28,23.65,0.431,45.101,918.553,494.205,572.653,207.907,95.89,0.7942,-40.21,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000144,PLT-0077,INV-032,SENS-4340,irradiance,2024-12-09T09:18:04,788.530540,W/m2,804.56,32.83,23.21,0.163,12.884,960.111,179.163,664.887,397.338,97.53,0.7531,5.34,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000145,PLT-0064,INV-007,SENS-1419,temperature,2024-12-09T09:57:43,839.950278,C,718.70,39.29,15.88,0.106,14.325,912.893,121.718,628.906,330.298,96.54,0.8337,43.30,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000146,PLT-0058,INV-031,SENS-8396,temperature,2024-12-09T09:57:01,401.474357,C,988.44,41.87,16.19,0.258,49.317,917.140,296.199,549.392,235.202,94.47,0.7744,8.55,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000147,PLT-0094,INV-009,SENS-3438,temperature,2024-12-09T09:55:00,160.680932,C,753.53,52.65,20.68,0.146,26.386,884.533,173.200,619.075,349.031,94.80,0.8110,36.94,BAD,FAULT,2025-12-09T14:25:05
SR-0000000148,PLT-0033,INV-042,SENS-3295,voltage,2024-12-09T09:09:21,463.163347,V,880.45,50.66,27.97,0.277,7.671,858.563,339.483,543.553,364.147,97.80,0.7509,-24.50,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000149,PLT-0015,INV-015,SENS-8000,tracking_angle,2024-12-09T09:44:36,581.846754,degrees,917.10,45.95,19.35,0.195,3.591,781.147,262.747,534.217,135.405,95.68,0.8269,-28.43,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000150,PLT-0008,INV-039,SENS-9309,power,2024-12-09T09:26:06,832.248407,MW,615.95,45.93,20.77,0.356,31.181,857.440,437.221,625.195,351.200,97.75,0.8256,30.21,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000151,PLT-0013,INV-014,SENS-4806,temperature,2024-12-09T09:07:59,960.498573,C,877.93,48.12,15.31,0.130,45.235,766.505,178.190,669.976,391.680,95.28,0.7628,32.75,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000152,PLT-0024,INV-021,SENS-1148,power,2024-12-09T09:46:17,745.049811,MW,907.96,25.22,23.88,0.256,30.987,737.425,365.334,545.496,320.847,95.51,0.7626,12.71,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000153,PLT-0014,INV-039,SENS-5666,power,2024-12-09T09:32:30,255.501986,MW,907.77,53.43,23.58,0.149,7.221,891.235,175.450,505.399,327.560,96.02,0.7856,-14.39,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000000154,PLT-0088,INV-034,SENS-4305,tracking_angle,2024-12-09T09:35:09,361.433634,degrees,949.81,40.89,26.46,0.171,42.339,984.722,182.510,521.300,313.377,96.30,0.8312,43.49,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000155,PLT-0069,INV-033,SENS-6171,power,2024-12-09T09:14:39,589.928162,MW,628.13,40.17,23.30,0.135,38.131,884.289,160.829,645.024,224.909,96.09,0.7651,-40.76,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000156,PLT-0100,INV-030,SENS-9651,power,2024-12-09T09:25:57,492.616234,MW,982.72,29.32,15.48,0.257,34.297,651.547,414.579,674.706,283.714,94.08,0.8487,-12.62,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000157,PLT-0055,INV-025,SENS-7588,temperature,2024-12-09T09:42:49,226.732792,C,601.43,32.05,24.84,0.325,0.814,736.415,465.034,512.396,342.482,97.47,0.8454,-16.83,BAD,FAULT,2025-12-09T14:25:05
SR-0000000158,PLT-0003,INV-038,SENS-5730,tracking_angle,2024-12-09T09:59:01,99.181013,degrees,816.88,53.67,19.53,0.100,47.381,849.122,123.820,660.152,305.632,97.99,0.7856,3.68,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000159,PLT-0032,INV-049,SENS-5908,current,2024-12-09T09:51:53,938.850627,A,869.48,48.89,20.24,0.144,1.733,990.787,152.521,491.360,136.387,97.80,0.8460,35.75,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000160,PLT-0051,INV-022,SENS-2106,current,2024-12-09T09:57:52,700.857101,A,782.05,40.67,23.22,0.363,29.640,772.826,494.059,651.813,214.248,95.50,0.8085,-27.50,BAD,WARNING,2025-12-09T14:25:05
SR-0000000161,PLT-0012,INV-013,SENS-6015,temperature,2024-12-09T09:30:29,632.752023,C,671.60,28.15,21.78,0.240,10.423,962.044,262.313,500.433,342.388,94.66,0.8277,-21.63,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000162,PLT-0006,INV-024,SENS-3843,power,2024-12-09T09:58:57,614.959649,MW,886.89,53.36,19.90,0.093,40.620,630.752,154.931,505.865,174.057,97.13,0.7505,-16.97,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000163,PLT-0018,INV-009,SENS-6258,temperature,2024-12-09T09:27:12,112.706536,C,991.39,54.08,19.82,0.235,16.071,789.216,314.058,650.999,374.050,95.33,0.8171,43.23,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000164,PLT-0029,INV-003,SENS-5415,current,2024-12-09T09:34:43,165.474866,A,814.64,25.20,21.22,0.099,27.330,676.613,153.305,616.460,201.838,94.15,0.8147,35.43,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000165,PLT-0013,INV-010,SENS-1287,temperature,2024-12-09T09:49:21,171.827469,C,783.38,28.21,27.68,0.341,33.296,722.327,496.272,539.555,110.133,94.74,0.7561,25.29,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000166,PLT-0093,INV-012,SENS-7338,irradiance,2024-12-09T09:25:34,583.619448,W/m2,773.60,51.13,29.70,0.200,10.076,821.215,256.973,537.790,196.838,95.04,0.8216,-35.03,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000000167,PLT-0071,INV-008,SENS-3713,temperature,2024-12-09T09:38:25,663.065475,C,816.57,52.96,27.54,0.184,42.842,839.047,231.114,636.526,148.483,96.69,0.7525,-28.22,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000168,PLT-0028,INV-031,SENS-7636,power,2024-12-09T09:22:02,892.785284,MW,754.54,41.34,21.24,0.144,36.701,710.658,212.646,661.811,365.965,96.84,0.7703,2.04,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000169,PLT-0099,INV-004,SENS-7477,tracking_angle,2024-12-09T09:01:34,217.329509,degrees,758.74,26.37,28.32,0.212,49.181,733.356,304.424,628.247,281.980,97.89,0.8195,-10.20,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000170,PLT-0065,INV-018,SENS-3356,voltage,2024-12-09T09:20:19,87.448602,V,946.63,27.76,23.33,0.098,11.933,769.610,134.248,512.047,212.986,96.07,0.7633,17.19,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000171,PLT-0094,INV-013,SENS-9083,tracking_angle,2024-12-09T09:37:29,956.056643,degrees,953.78,34.23,28.41,0.146,14.324,608.921,251.859,563.594,307.475,96.22,0.8027,-13.81,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000000172,PLT-0019,INV-013,SENS-3304,tracking_angle,2024-12-09T09:06:58,133.406446,degrees,948.65,28.56,24.43,0.136,11.711,656.655,218.068,563.474,267.220,97.09,0.7600,-25.37,BAD,WARNING,2025-12-09T14:25:05
SR-0000000173,PLT-0074,INV-033,SENS-9274,power,2024-12-09T09:27:54,476.280701,MW,906.28,43.05,15.47,0.137,10.593,796.807,181.591,574.927,298.930,95.75,0.7552,-38.13,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000174,PLT-0042,INV-025,SENS-4935,temperature,2024-12-09T09:58:03,490.329270,C,740.65,38.69,16.31,0.346,5.802,732.712,496.799,532.352,141.766,96.37,0.7917,23.18,BAD,WARNING,2025-12-09T14:25:05
SR-0000000175,PLT-0056,INV-027,SENS-6074,power,2024-12-09T09:25:47,866.853227,MW,868.11,35.94,21.49,0.400,35.137,942.340,446.721,558.382,343.297,94.14,0.8050,12.22,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000176,PLT-0051,INV-045,SENS-1899,current,2024-12-09T09:05:57,760.276569,A,829.25,50.90,27.18,0.153,49.093,885.402,182.200,635.561,309.754,94.76,0.7761,-2.71,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000177,PLT-0006,INV-023,SENS-3007,irradiance,2024-12-09T09:20:39,865.085019,W/m2,812.68,29.49,18.98,0.151,38.687,600.703,265.133,678.216,281.419,97.93,0.7984,4.81,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000178,PLT-0060,INV-018,SENS-7355,voltage,2024-12-09T09:49:02,302.312609,V,720.65,48.07,25.60,0.275,3.120,748.008,386.318,686.687,119.055,97.99,0.7657,20.88,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000179,PLT-0076,INV-031,SENS-9421,current,2024-12-09T09:40:37,236.605657,A,943.99,51.28,28.66,0.221,15.879,773.633,300.851,667.340,241.709,97.17,0.8301,-1.08,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000180,PLT-0083,INV-041,SENS-6804,power,2024-12-09T09:56:56,149.127873,MW,803.93,26.79,19.94,0.177,49.039,861.544,216.332,555.909,204.838,96.99,0.7963,-24.56,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000181,PLT-0049,INV-017,SENS-7919,tracking_angle,2024-12-09T09:31:14,162.289386,degrees,870.19,51.87,23.93,0.327,17.272,712.424,483.073,514.792,297.830,95.96,0.7751,-31.32,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000182,PLT-0059,INV-017,SENS-5194,current,2024-12-09T09:03:20,944.464715,A,978.22,40.26,20.78,0.256,20.916,610.866,440.460,565.895,353.430,97.52,0.7612,19.53,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000183,PLT-0004,INV-043,SENS-5721,tracking_angle,2024-12-09T09:05:06,429.079762,degrees,900.69,44.90,17.60,0.197,7.249,810.045,256.275,513.000,367.354,96.66,0.8183,-2.32,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000184,PLT-0061,INV-036,SENS-4734,tracking_angle,2024-12-09T09:56:19,955.536755,degrees,879.66,35.81,28.66,0.275,42.926,782.771,369.906,485.784,111.178,96.81,0.8290,32.82,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000000185,PLT-0096,INV-002,SENS-2396,power,2024-12-09T09:21:06,718.921167,MW,891.59,45.65,29.31,0.290,36.358,743.155,410.633,569.855,143.060,95.01,0.7862,-22.28,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000186,PLT-0088,INV-015,SENS-4313,current,2024-12-09T09:51:30,422.524447,A,917.99,51.43,19.36,0.107,36.044,805.529,139.639,539.456,238.973,94.72,0.7631,41.72,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000187,PLT-0047,INV-003,SENS-8312,power,2024-12-09T09:45:26,398.065268,MW,974.86,42.81,27.44,0.298,31.224,637.522,491.450,603.418,354.197,97.29,0.8425,35.39,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000188,PLT-0091,INV-007,SENS-1804,irradiance,2024-12-09T09:39:20,297.596612,W/m2,690.84,35.92,22.27,0.285,27.802,721.800,415.643,645.280,282.369,94.35,0.7663,-5.92,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000189,PLT-0024,INV-050,SENS-2969,irradiance,2024-12-09T09:43:09,704.234337,W/m2,908.20,26.77,17.78,0.259,23.877,717.188,380.564,538.795,325.970,97.81,0.8415,-22.16,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000190,PLT-0011,INV-005,SENS-9020,tracking_angle,2024-12-09T09:58:40,147.291650,degrees,808.04,27.52,22.81,0.224,3.075,723.782,325.915,670.602,333.345,96.27,0.7620,-30.87,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000191,PLT-0085,INV-015,SENS-9798,temperature,2024-12-09T09:53:58,972.877947,C,651.26,36.36,28.58,0.274,34.821,987.450,291.883,511.958,116.326,94.77,0.7826,17.73,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000192,PLT-0062,INV-012,SENS-6992,temperature,2024-12-09T09:59:48,312.622322,C,652.31,54.62,22.54,0.230,4.461,886.059,273.028,514.513,314.699,95.21,0.7927,20.19,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000193,PLT-0007,INV-010,SENS-7533,tracking_angle,2024-12-09T09:28:36,747.807472,degrees,831.14,25.69,15.56,0.082,47.309,666.394,129.323,527.756,108.962,96.22,0.7831,-8.97,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000194,PLT-0017,INV-001,SENS-6747,tracking_angle,2024-12-09T09:41:11,759.177639,degrees,941.02,26.20,18.65,0.138,12.135,981.101,148.299,615.884,102.949,97.61,0.8491,-16.91,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000195,PLT-0061,INV-021,SENS-6936,voltage,2024-12-09T09:55:11,168.360513,V,741.15,31.24,17.92,0.133,31.416,894.380,157.096,611.584,232.548,97.69,0.8388,-0.51,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000000196,PLT-0017,INV-015,SENS-5359,current,2024-12-09T09:48:24,227.275912,A,934.80,35.95,17.91,0.201,6.617,626.994,337.435,534.147,263.713,96.45,0.8023,-39.08,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000197,PLT-0002,INV-032,SENS-3173,current,2024-12-09T09:24:01,717.833552,A,731.18,32.30,18.66,0.130,18.503,890.998,154.145,662.920,362.456,94.05,0.8175,11.94,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000198,PLT-0042,INV-021,SENS-5722,voltage,2024-12-09T09:48:52,482.584766,V,683.00,25.04,19.94,0.261,37.646,943.816,290.564,505.338,234.454,96.88,0.7577,-1.43,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000199,PLT-0067,INV-031,SENS-5778,tracking_angle,2024-12-09T09:06:38,912.989772,degrees,852.35,31.58,24.69,0.231,29.143,628.175,387.057,521.618,251.619,96.63,0.7722,-26.46,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000000200,PLT-0012,INV-020,SENS-1960,power,2024-12-09T09:31:13,646.972579,MW,693.84,37.99,21.71,0.225,16.149,978.975,241.695,513.510,162.575,97.76,0.7554,-30.54,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000201,PLT-0073,INV-048,SENS-1738,irradiance,2024-12-09T09:07:55,327.291848,W/m2,774.51,45.96,15.60,0.174,28.734,773.251,236.337,588.636,201.708,97.74,0.7548,4.17,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000202,PLT-0011,INV-041,SENS-9962,tracking_angle,2024-12-09T09:39:48,979.858041,degrees,838.37,54.06,17.12,0.146,45.602,888.302,173.099,569.173,207.960,97.34,0.8357,29.81,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000203,PLT-0019,INV-034,SENS-2742,irradiance,2024-12-09T09:28:58,81.817356,W/m2,718.83,54.23,20.28,0.155,41.951,609.698,268.204,682.726,101.077,96.37,0.8210,-2.72,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000204,PLT-0014,INV-011,SENS-6796,irradiance,2024-12-09T09:02:09,226.581765,W/m2,857.16,49.80,23.56,0.194,42.476,949.044,215.659,519.164,330.333,94.89,0.7904,40.98,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000205,PLT-0040,INV-034,SENS-9536,irradiance,2024-12-09T09:58:07,543.627801,W/m2,735.55,30.77,23.45,0.304,38.284,784.491,407.560,495.996,340.605,97.23,0.8444,-11.27,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000206,PLT-0013,INV-002,SENS-3348,voltage,2024-12-09T09:02:38,536.999071,V,978.52,38.47,20.56,0.459,45.586,971.797,497.006,523.747,287.178,94.14,0.8395,36.59,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000207,PLT-0016,INV-016,SENS-6900,power,2024-12-09T09:03:58,349.557413,MW,974.23,40.53,16.07,0.323,41.229,756.738,449.959,612.454,302.200,94.01,0.8358,18.38,BAD,FAULT,2025-12-09T14:25:05
SR-0000000208,PLT-0015,INV-032,SENS-9627,voltage,2024-12-09T09:54:38,382.585755,V,874.16,29.09,23.18,0.373,44.818,964.671,406.963,558.318,162.006,94.95,0.8335,-26.61,BAD,FAULT,2025-12-09T14:25:05
SR-0000000209,PLT-0057,INV-002,SENS-8778,current,2024-12-09T09:49:51,300.077751,A,980.42,51.78,17.47,0.214,17.484,881.345,255.472,572.631,397.133,94.58,0.8151,22.59,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000210,PLT-0088,INV-050,SENS-6740,irradiance,2024-12-09T09:02:53,15.519519,W/m2,944.57,37.07,16.18,0.249,6.501,621.084,421.227,593.694,129.149,94.23,0.8146,-19.25,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000211,PLT-0036,INV-020,SENS-3728,current,2024-12-09T09:19:06,163.127999,A,779.66,37.60,17.57,0.175,13.174,838.453,219.415,575.066,392.337,97.95,0.8294,-10.04,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000212,PLT-0021,INV-019,SENS-4663,temperature,2024-12-09T09:00:50,777.623355,C,973.52,54.80,17.17,0.200,4.718,839.943,250.029,654.974,368.479,96.98,0.7759,-22.62,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000213,PLT-0046,INV-014,SENS-5769,power,2024-12-09T09:34:00,901.327729,MW,616.89,44.95,18.79,0.218,3.737,952.085,241.507,501.442,224.282,95.34,0.7592,-32.90,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000214,PLT-0060,INV-047,SENS-6652,tracking_angle,2024-12-09T09:19:30,519.021367,degrees,605.05,37.38,16.48,0.306,35.710,738.084,436.572,623.278,361.368,96.35,0.8127,27.84,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000215,PLT-0075,INV-013,SENS-6915,temperature,2024-12-09T09:44:15,702.509975,C,961.53,36.24,27.69,0.329,25.641,890.431,388.741,575.514,206.113,94.32,0.8462,39.06,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000216,PLT-0013,INV-046,SENS-9189,current,2024-12-09T09:24:18,875.159147,A,612.94,49.43,22.96,0.369,28.590,873.024,445.285,671.778,226.615,95.90,0.7915,-16.34,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000217,PLT-0035,INV-014,SENS-4405,voltage,2024-12-09T09:09:00,801.064976,V,999.03,46.70,28.22,0.178,1.354,939.979,199.162,629.432,162.301,95.67,0.8384,30.86,BAD,FAULT,2025-12-09T14:25:05
